Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,CrdR/90,CrdY/90,PrgR/90,PrgC/90,PrgP/90
Yuri Berchiche,ESP,DF,Athletic Club,34.0,1990.0,25,20,1782,19.8,0.15,0.05,0.2,0.15,0.2,0.04,0.08,0.13,0.03,0.12,0.0,0.25,3.74,1.67,6.46
Álex Berenguer,ESP,FW,Athletic Club,28.0,1995.0,32,13,1396,15.5,0.39,0.13,0.52,0.32,0.45,0.33,0.19,0.52,0.28,0.47,0.0,0.26,8.52,3.48,1.74
Isaac Bernal,ESP,FW,Sevilla,23.0,2000.0,14,14,1039,11.5,0.35,0.35,0.69,0.35,0.69,,,,,,0.0,0.17,,,
Antonio Blanco,ESP,MF,Alavés,23.0,2000.0,31,27,2246,25.0,0.0,0.04,0.04,0.0,0.04,0.03,0.04,0.07,0.03,0.07,0.04,0.16,0.84,0.76,5.0
Daley Blind,NED,DF,Girona,34.0,1990.0,31,30,2702,30.0,0.03,0.07,0.1,0.03,0.1,0.05,0.04,0.09,0.05,0.09,0.0,0.17,0.63,1.4,6.0
Adri Bosch,ESP,DF,Granada,22.0,2001.0,1,0,26,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,3.33
Yassine Bounou,MAR,GK,Sevilla,33.0,1991.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Boyé,ARG,FW,Granada,28.0,1996.0,28,27,2271,25.2,0.2,0.12,0.32,0.2,0.32,0.18,0.1,0.29,0.18,0.28,0.04,0.32,4.44,1.27,2.34
Juan Brandáriz,ESP,DF,Almería,25.0,1999.0,28,23,2164,24.0,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.1,0.04,0.1,0.0,0.17,0.17,0.42,2.58
Darko Brašanac,SRB,MF,Osasuna,32.0,1992.0,2,0,48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,6.0,4.0,2.0
Claudio Bravo,CHI,GK,Betis,41.0,1983.0,7,7,630,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.14
Ben Brereton,CHI,FW,Villarreal,25.0,1999.0,14,2,270,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,0.0,0.67,11.67,2.0,4.67
Ante Budimir,CRO,FW,Osasuna,32.0,1991.0,31,28,2371,26.3,0.61,0.08,0.68,0.49,0.57,0.52,0.07,0.59,0.4,0.47,0.0,0.15,3.65,0.8,1.56
Pablo Busto,ESP,DF,Betis,18.0,2005.0,2,0,44,0.5,0.0,0.0,0.0,0.0,0.0,0.03,0.41,0.44,0.03,0.44,0.0,0.0,2.0,2.0,2.0
José Callejón,ESP,MF,Granada,37.0,1987.0,23,7,713,7.9,0.0,0.13,0.13,0.0,0.13,0.13,0.16,0.29,0.13,0.29,0.0,0.0,5.82,1.27,3.67
Eduardo Camavinga,FRA,MF,Real Madrid,21.0,2002.0,28,19,1652,18.4,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.1,0.05,0.1,0.0,0.43,1.52,2.45,5.27
Sergio Camello,ESP,FW,Rayo Vallecano,23.0,2001.0,29,18,1519,16.9,0.18,0.06,0.24,0.18,0.24,0.26,0.05,0.31,0.26,0.31,0.0,0.18,4.5,1.24,2.19
José Campaña,ESP,MF,Las Palmas,30.0,1993.0,6,1,152,1.7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,1.76,0.59,8.24
João Cancelo,POR,DF,Barcelona,29.0,1994.0,29,27,2312,25.7,0.08,0.12,0.19,0.08,0.19,0.06,0.22,0.28,0.06,0.28,0.0,0.19,6.73,3.89,5.02
Sergi Canós,ESP,MF,Valencia,27.0,1997.0,24,13,1031,11.5,0.09,0.17,0.26,0.09,0.26,0.13,0.17,0.31,0.13,0.31,0.0,0.0,6.96,2.35,3.74
Étienne Capoue,FRA,MF,Villarreal,35.0,1988.0,30,15,1427,15.9,0.06,0.06,0.13,0.06,0.13,0.06,0.04,0.09,0.06,0.09,0.0,0.5,2.26,1.38,4.65
Isaac Carcelen,ESP,DF,Cádiz,31.0,1993.0,33,29,2601,28.9,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,0.0,0.07,2.32,0.87,2.6
Marc Cardona,ESP,FW,Las Palmas,28.0,1995.0,22,6,642,7.1,0.42,0.14,0.56,0.28,0.42,0.5,0.14,0.63,0.39,0.53,0.0,0.42,9.72,1.27,1.41
Sergi Cardona,ESP,DF,Las Palmas,24.0,1999.0,33,28,2634,29.3,0.03,0.07,0.1,0.03,0.1,0.09,0.09,0.18,0.09,0.18,0.0,0.38,5.26,1.95,5.22
Johnny Cardoso,USA,MF,Betis,22.0,2001.0,14,13,1077,12.0,0.08,0.17,0.25,0.08,0.25,0.07,0.04,0.11,0.07,0.11,0.0,0.25,0.75,0.67,3.25
Carmona,ESP,DF,Getafe,22.0,2002.0,27,13,1163,12.9,0.08,0.08,0.15,0.08,0.15,0.06,0.08,0.14,0.06,0.14,0.0,0.54,3.95,2.02,2.48
Yannick Carrasco,BEL,DF,Atlético Madrid,30.0,1993.0,3,3,221,2.5,0.0,0.41,0.41,0.0,0.41,0.03,0.1,0.12,0.03,0.12,0.0,0.0,6.8,3.6,2.4
Álvaro Carreras,ESP,MF,Granada,21.0,2003.0,13,5,475,5.3,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,0.0,0.19,5.85,2.45,2.64
Dani Carvajal,ESP,DF,Real Madrid,32.0,1992.0,26,23,2008,22.3,0.18,0.13,0.31,0.18,0.31,0.05,0.11,0.16,0.05,0.16,0.04,0.18,7.04,1.3,3.5
William Carvalho,POR,MF,Betis,32.0,1992.0,20,3,619,6.9,0.15,0.44,0.58,0.15,0.58,0.06,0.09,0.15,0.06,0.15,0.0,0.29,1.45,1.59,6.81
Marc Casado,ESP,MF,Barcelona,20.0,2003.0,2,0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
Catena,ESP,DF,Osasuna,29.0,1994.0,27,25,2276,25.3,0.04,0.08,0.12,0.04,0.12,0.05,0.03,0.08,0.05,0.08,0.04,0.28,0.04,0.2,2.81
Dani Ceballos,ESP,MF,Real Madrid,27.0,1996.0,17,4,485,5.4,0.0,0.37,0.37,0.0,0.37,0.05,0.26,0.31,0.05,0.31,0.0,0.19,4.07,2.41,6.11
Álex Centelles,ESP,DF,Almería,26.0,1997.0,12,10,888,9.9,0.0,0.1,0.1,0.0,0.1,0.0,0.15,0.16,0.0,0.16,0.0,0.2,4.75,1.62,2.73
Franco Cervi,ARG,MF,Celta Vigo,29.0,1994.0,16,5,532,5.9,0.0,0.17,0.17,0.0,0.17,0.08,0.35,0.42,0.08,0.42,0.0,0.17,6.1,2.71,4.07
Pep Chavarría,ESP,DF,Rayo Vallecano,26.0,1998.0,20,11,1062,11.8,0.08,0.08,0.17,0.08,0.17,0.08,0.04,0.12,0.08,0.12,0.08,0.51,6.53,1.95,5.42
Andreas Christensen,DEN,DF,Barcelona,28.0,1996.0,27,26,1867,20.7,0.1,0.1,0.19,0.1,0.19,0.05,0.06,0.1,0.05,0.1,0.0,0.19,0.29,1.11,5.22
Víctor Chust,ESP,DF,Cádiz,24.0,2000.0,20,20,1701,18.9,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,0.05,0.16,0.11,0.53,3.76
Pathé Ciss,SEN,MF,Rayo Vallecano,30.0,1994.0,28,14,1489,16.5,0.06,0.0,0.06,0.06,0.06,0.09,0.03,0.12,0.09,0.12,0.0,0.61,1.27,0.79,4.61
Silvi Clúa,ESP,MF,Girona,19.0,2005.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Saúl Coco,EQG,DF,Las Palmas,25.0,1999.0,27,23,2025,22.5,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,0.04,0.22,0.04,0.31,2.93
Santi Comesaña,ESP,MF,Villarreal,27.0,1996.0,24,17,1393,15.5,0.13,0.0,0.13,0.13,0.13,0.11,0.11,0.22,0.11,0.22,0.13,0.52,2.32,1.29,4.97
Copete,ESP,DF,Mallorca,24.0,1999.0,17,16,1250,13.9,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,0.0,0.43,0.07,0.22,3.38
Francis Coquelin,FRA,MF,Villarreal,33.0,1991.0,16,10,865,9.6,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.42,1.46,0.52,4.48
Theo Corbeanu,CAN,MF,Granada,21.0,2002.0,8,1,137,1.5,0.66,0.0,0.66,0.66,0.66,0.18,0.0,0.18,0.18,0.18,0.0,0.67,8.0,2.67,3.33
Jesús Corona,MEX,MF,Sevilla,31.0,1993.0,2,0,17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
Ángel Correa,ARG,FW,Atlético Madrid,29.0,1995.0,29,11,1339,14.9,0.6,0.13,0.74,0.54,0.67,0.51,0.19,0.7,0.46,0.65,0.0,0.2,7.79,2.48,3.83
Thierry Correia,POR,DF,Valencia,25.0,1999.0,28,23,1971,21.9,0.0,0.09,0.09,0.0,0.09,0.03,0.07,0.1,0.03,0.1,0.05,0.14,2.1,1.46,3.42
Jaume Costa,ESP,DF,Mallorca,36.0,1988.0,27,17,1509,16.8,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.07,0.01,0.07,0.0,0.42,5.6,1.79,2.74
Samu Costa,POR,MF,Mallorca,23.0,2000.0,32,25,2243,24.9,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06,0.0,0.32,1.24,0.64,3.61
Thibaut Courtois,BEL,GK,Real Madrid,32.0,1992.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Yan Couto,BRA,DF,Girona,21.0,2002.0,33,24,2204,24.5,0.04,0.33,0.37,0.04,0.37,0.06,0.17,0.23,0.06,0.23,0.0,0.33,9.35,6.0,3.88
Crespo,POR,MF,Rayo Vallecano,27.0,1996.0,12,4,435,4.8,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.1,0.0,0.62,3.75,2.5,5.42
Cristian,ESP,GK,Valencia,26.0,1998.0,1,0,57,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Cruz Armada,ESP,DF,Osasuna,31.0,1992.0,25,17,1577,17.5,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.02,0.0,0.02,0.0,0.17,1.6,0.91,4.17
Juan Cruz,ESP,FW,Betis,24.0,2000.0,5,0,76,0.8,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.13,0.09,0.13,0.0,0.0,12.5,2.5,3.75
Pau Cubarsí,ESP,DF,Barcelona,17.0,2007.0,16,15,1317,14.6,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,0.0,0.21,0.14,0.55,4.38
Jorge Cuenca,ESP,DF,Villarreal,24.0,1999.0,26,18,1792,19.9,0.15,0.05,0.2,0.15,0.2,0.06,0.01,0.07,0.06,0.07,0.0,0.35,1.21,0.5,3.72
Eric Curbelo,ESP,DF,Las Palmas,30.0,1994.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Alberto Dadie,ESP,MF,Real Sociedad,21.0,2002.0,1,0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Darder,ESP,MF,Mallorca,30.0,1993.0,33,18,1908,21.2,0.0,0.24,0.24,0.0,0.24,0.08,0.27,0.35,0.08,0.35,0.0,0.19,3.07,2.22,5.47
Rodrigo De Paul,ARG,MF,Atlético Madrid,29.0,1994.0,31,22,1826,20.3,0.15,0.2,0.35,0.15,0.35,0.08,0.23,0.32,0.08,0.32,0.0,0.3,2.36,3.05,9.06
Mouctar Diakhaby,GUI,DF,Valencia,27.0,1996.0,14,12,1073,11.9,0.08,0.0,0.08,0.08,0.08,0.06,0.0,0.06,0.06,0.06,0.0,0.5,0.08,0.59,2.44
Moussa Diakité,MLI,MF,Cádiz,20.0,2003.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Assane Diao,ESP,FW,Betis,18.0,2005.0,18,13,1048,11.6,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.28,0.21,0.28,0.0,0.34,8.71,2.84,1.72
Brahim Díaz,MAR,FW,Real Madrid,24.0,1999.0,30,17,1478,16.4,0.49,0.24,0.73,0.49,0.73,0.34,0.25,0.59,0.34,0.59,0.0,0.0,9.94,4.57,4.39
Víctor Díaz,ESP,DF,Granada,35.0,1988.0,4,2,162,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,1.11
Famara Diedhiou,SEN,FW,Granada,31.0,1992.0,8,0,89,1.0,0.0,1.01,1.01,0.0,1.01,0.5,0.21,0.71,0.5,0.71,0.0,1.0,19.0,5.0,0.0
Stole Dimitrievski,MKD,GK,Rayo Vallecano,30.0,1993.0,35,35,3150,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
Djené,TOG,DF,Getafe,32.0,1991.0,31,29,2364,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,0.04,0.53,0.68,0.49,3.57
Marko Dmitrović,SRB,GK,Sevilla,32.0,1992.0,13,13,1170,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08
Jaume Doménech,ESP,GK,Valencia,33.0,1990.0,2,1,79,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Dominguez,ESP,DF,Celta Vigo,23.0,2001.0,19,16,1424,15.8,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.13,0.19,0.7,3.29
Mario Dominguez,ESP,FW,Valencia,20.0,2004.0,3,0,25,0.3,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,0.0,0.0,3.33,0.0,3.33
Carlos Dotor,ESP,MF,Celta Vigo,23.0,2001.0,16,7,692,7.7,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,0.0,0.26,1.56,0.39,3.77
Anastasios Douvikas,GRE,FW,Celta Vigo,24.0,1999.0,29,6,798,8.9,0.68,0.11,0.79,0.68,0.79,0.46,0.14,0.61,0.46,0.61,0.0,0.22,5.06,1.12,1.35
Artem Dovbyk,UKR,FW,Girona,26.0,1997.0,33,29,2329,25.9,0.77,0.27,1.04,0.58,0.85,0.78,0.2,0.98,0.6,0.8,0.0,0.08,3.82,0.66,0.89
Domingos Duarte,POR,DF,Getafe,29.0,1995.0,15,11,907,10.1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.2,0.5,0.0,0.69,4.65
Rubén Duarte,ESP,DF,Alavés,28.0,1995.0,25,18,1608,17.9,0.11,0.0,0.11,0.11,0.11,0.04,0.07,0.11,0.04,0.11,0.0,0.34,1.96,0.78,4.08
Hugo Duro,ESP,FW,Valencia,24.0,1999.0,35,34,2917,32.4,0.4,0.06,0.46,0.4,0.46,0.35,0.04,0.4,0.35,0.4,0.0,0.12,4.69,0.77,0.99
Aritz Elustondo,ESP,DF,Real Sociedad,30.0,1994.0,13,5,632,7.0,0.0,0.14,0.14,0.0,0.14,0.03,0.06,0.08,0.03,0.08,0.0,0.29,0.29,0.57,3.43
Adri Embarba,ESP,FW,Almería,32.0,1992.0,33,27,2298,25.5,0.12,0.04,0.16,0.08,0.12,0.16,0.15,0.3,0.13,0.27,0.0,0.16,6.08,3.29,2.08
Youssef En-Nesyri,MAR,FW,Sevilla,26.0,1997.0,30,25,2302,25.6,0.59,0.08,0.66,0.55,0.63,0.4,0.05,0.45,0.36,0.42,0.0,0.16,2.93,0.62,0.62
Gonzalo Escalante,ARG,MF,Cádiz,31.0,1993.0,22,15,1454,16.2,0.06,0.12,0.19,0.06,0.19,0.1,0.09,0.19,0.1,0.19,0.06,0.06,0.74,0.19,3.52
Aarón Escandell,ESP,GK,Las Palmas,28.0,1995.0,2,1,153,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
Alfonso Espino,URU,DF,Rayo Vallecano,32.0,1992.0,29,27,2327,25.9,0.0,0.04,0.04,0.0,0.04,0.04,0.1,0.14,0.04,0.14,0.0,0.31,3.28,1.47,4.13
Bernardo Espinosa,COL,DF,Girona,34.0,1989.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Karl Etta,CMR,FW,Cádiz,20.0,2004.0,1,0,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Abdessamad Ezzalzouli,MAR,FW,Barcelona,22.0,2001.0,2,0,68,0.8,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37,0.0,0.0,15.0,8.75,1.25
Abdessamad Ezzalzouli,MAR,FW,Betis,22.0,2001.0,23,5,733,8.1,0.12,0.0,0.12,0.12,0.12,0.18,0.03,0.2,0.18,0.2,0.0,0.12,9.51,6.17,2.72
Radamel Falcao,COL,FW,Rayo Vallecano,38.0,1986.0,20,1,328,3.6,0.27,0.0,0.27,0.0,0.0,0.67,0.06,0.73,0.45,0.51,0.0,0.83,5.56,1.11,1.39
Fali,ESP,DF,Cádiz,30.0,1993.0,27,27,2277,25.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,0.0,0.43,0.36,0.63,2.73
Ansu Fati,ESP,MF,Barcelona,21.0,2002.0,3,0,50,0.6,0.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,1.34,1.34,0.0,0.0,8.33,10.0,6.67
Nabil Fekir,FRA,MF,Betis,30.0,1993.0,17,9,907,10.1,0.1,0.2,0.3,0.1,0.3,0.21,0.19,0.4,0.21,0.4,0.0,0.0,6.44,2.87,5.64
Luiz Felipe,ITA,DF,Betis,27.0,1997.0,4,4,360,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,0.0,0.25,0.0,0.0,1.0
João Félix,POR,FW,Barcelona,24.0,1999.0,27,18,1460,16.2,0.43,0.18,0.62,0.43,0.62,0.49,0.19,0.68,0.49,0.68,0.0,0.19,9.94,4.14,4.14
Kiko Femenía,ESP,DF,Villarreal,33.0,1991.0,21,14,1404,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,0.0,0.38,2.82,2.82,6.03
Aitor Fernández,ESP,GK,Osasuna,33.0,1991.0,5,4,371,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.24
Álex Fernández,ESP,MF,Cádiz,31.0,1992.0,25,13,1222,13.6,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,0.0,0.22,1.69,0.66,3.68
Carlos Fernández,ESP,FW,Real Sociedad,27.0,1996.0,10,5,408,4.5,0.44,0.22,0.66,0.22,0.44,0.33,0.12,0.45,0.16,0.28,0.0,0.67,2.89,1.11,0.89
Raúl Fernández,ESP,GK,Granada,36.0,1988.0,4,4,280,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valery Fernández,ESP,MF,Girona,24.0,1999.0,25,2,473,5.3,0.38,0.0,0.38,0.38,0.38,0.13,0.15,0.28,0.13,0.28,0.0,0.19,9.62,3.58,2.08
Fernando,ESP,GK,Almería,33.0,1990.0,2,2,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando,BRA,MF,Sevilla,36.0,1987.0,8,5,459,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,1.37,0.98,4.71
André Ferreira,POR,GK,Granada,27.0,1996.0,15,14,1340,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
Rachad Fettal,MAR,FW,Almería,19.0,2005.0,1,0,17,0.2,0.0,0.0,0.0,0.0,0.0,0.41,0.12,0.53,0.41,0.53,0.0,0.0,10.0,0.0,0.0
Pablo Fornals,ESP,FW,Betis,28.0,1996.0,13,12,1029,11.4,0.26,0.17,0.44,0.26,0.44,0.14,0.14,0.29,0.14,0.29,0.0,0.18,6.75,3.07,7.19
Héctor Fort,ESP,DF,Barcelona,17.0,2006.0,5,3,239,2.7,0.0,0.38,0.38,0.0,0.38,0.0,0.11,0.11,0.0,0.11,0.0,0.0,8.15,0.74,2.22
Dimitri Foulquier,FRA,DF,Valencia,31.0,1993.0,30,16,1617,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.09,0.03,0.09,0.0,0.11,3.17,2.22,3.61
Juan Foyth,ARG,DF,Villarreal,26.0,1998.0,12,12,1062,11.8,0.08,0.08,0.17,0.08,0.17,0.03,0.08,0.11,0.03,0.11,0.0,0.08,2.37,1.61,4.32
Jorge de Frutos,ESP,FW,Rayo Vallecano,27.0,1997.0,33,12,1385,15.4,0.06,0.0,0.06,0.06,0.06,0.14,0.07,0.21,0.14,0.21,0.0,0.06,8.9,2.66,2.53
Matteo Gabbia,ITA,DF,Villarreal,24.0,1999.0,7,6,477,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.38,0.0,0.19,1.7
Javi Galán,ESP,DF,Atlético Madrid,29.0,1994.0,5,0,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,1.0,13.0,3.0,4.0
Javi Galán,ESP,DF,Real Sociedad,29.0,1994.0,13,12,985,10.9,0.0,0.09,0.09,0.0,0.09,0.01,0.06,0.08,0.01,0.08,0.0,0.28,6.15,4.04,3.94
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,30.0,1993.0,26,23,1911,21.2,0.05,0.05,0.09,0.05,0.09,0.01,0.06,0.08,0.01,0.08,0.0,0.24,1.42,1.13,6.27
Aleix García,ESP,MF,Girona,26.0,1997.0,34,33,2929,32.5,0.09,0.18,0.28,0.09,0.28,0.05,0.16,0.2,0.05,0.2,0.03,0.12,1.35,1.48,7.6
Álvaro García,ESP,FW,Rayo Vallecano,31.0,1992.0,29,27,2223,24.7,0.24,0.04,0.28,0.24,0.28,0.18,0.11,0.29,0.18,0.29,0.04,0.32,9.11,1.98,2.31
Dani García,ESP,MF,Athletic Club,33.0,1990.0,15,5,581,6.5,0.15,0.0,0.15,0.15,0.15,0.12,0.01,0.13,0.12,0.13,0.0,0.62,0.46,0.31,4.31
David García,ESP,DF,Osasuna,30.0,1994.0,27,27,2334,25.9,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,0.0,0.19,0.15,0.81,5.14
Eric García,ESP,DF,Barcelona,23.0,2001.0,2,0,57,0.6,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.0,1.67,0.0,0.0,8.33
Eric García,ESP,DF,Girona,23.0,2001.0,27,27,2390,26.6,0.15,0.0,0.15,0.15,0.15,0.09,0.02,0.11,0.09,0.11,0.0,0.11,0.45,1.58,6.99
Fran Garcia,ESP,DF,Real Madrid,24.0,1999.0,24,14,1308,14.5,0.07,0.34,0.41,0.07,0.41,0.04,0.17,0.2,0.04,0.2,0.0,0.14,8.9,3.59,4.14
Francisco Jesús Crespo García,ESP,FW,Las Palmas,27.0,1996.0,16,6,501,5.6,0.36,0.0,0.36,0.36,0.36,0.22,0.11,0.32,0.22,0.32,0.0,0.18,11.43,3.04,3.57
